age,income,credit_score,loan_amount,debt_ratio,gender,employment_years,default
26,59191,658,15754,0.11,Male,7,0
51,30793,622,23623,0.75,Female,21,0
39,46587,698,24322,0.57,Female,14,1
64,31053,716,20360,0.8,Female,2,0
59,62393,673,21089,0.61,Female,15,1
47,71904,644,5622,0.42,Female,19,0
30,66146,656,23781,0.16,Female,11,0
46,46047,761,21546,0.88,Male,28,1
39,50859,691,14455,0.29,Male,1,0
59,64084,730,32949,0.97,Male,19,0
23,46516,639,19408,0.32,Female,24,0
65,40068,740,21802,0.84,Female,19,0
33,56413,724,19672,0.81,Male,12,0
48,45829,674,6795,0.52,Female,23,1
40,66173,710,11900,0.46,Female,18,0
48,79480,744,17786,0.73,Female,12,0
28,98963,624,27856,0.58,Female,20,0
61,65071,653,16337,0.67,Male,17,1
59,69689,706,21647,0.52,Female,29,0
21,51010,681,23637,0.6,Female,24,0
23,51939,700,13603,0.27,Female,15,1
33,79260,714,12512,0.15,Female,24,0
48,55855,704,14562,0.42,Female,29,0
69,61094,667,14057,0.52,Male,9,0
45,78344,670,11300,0.92,Female,6,0
53,55970,757,26897,0.47,Male,1,0
58,82506,684,24683,0.49,Male,3,0
26,68595,747,11336,0.71,Female,21,0
64,66830,751,21340,0.29,Female,24,0
65,50277,640,17423,0.88,Female,28,0
52,67636,716,19042,0.48,Male,21,0
65,53564,625,20267,0.94,Female,3,0
67,67041,760,8165,0.34,Male,0,0
41,58472,689,4064,0.52,Male,15,0
36,74502,687,20160,0.8,Female,22,0
41,59523,636,16893,0.6,Female,22,0
31,90567,649,18219,0.7,Female,5,0
57,55866,691,14804,0.35,Female,18,0
56,51981,684,19903,0.4,Male,4,0
55,65191,660,6583,0.56,Male,22,0
39,76168,723,20208,0.28,Male,5,0
40,76051,679,-465,0.21,Male,6,0
38,62501,629,14090,0.86,Male,4,0
67,65086,716,16113,0.8,Female,27,1
61,65108,622,5252,0.94,Male,0,0
69,43831,583,30106,0.63,Female,25,0
34,75361,684,19213,0.48,Male,26,0
35,41132,628,13931,0.19,Male,20,0
51,43860,688,35049,0.87,Male,1,0
21,60825,720,21760,0.51,Female,25,0
23,55202,729,22789,0.61,Male,9,0
36,71942,704,18067,0.38,Male,1,0
43,66710,613,15536,0.57,Male,19,1
31,62073,643,21507,0.8,Male,13,0
32,43116,680,-2847,0.74,Male,21,0
30,60398,680,4864,0.99,Male,20,0
52,59212,632,7804,0.55,Male,6,0
36,63332,656,693,0.58,Male,9,0
28,53549,720,23564,0.15,Male,7,0
58,67842,705,13673,0.45,Male,25,0
32,54801,664,29093,0.93,Female,0,0
44,66436,731,17666,0.42,Male,28,0
48,71940,613,12324,0.79,Male,7,0
28,51981,721,18134,0.98,Female,15,0
48,48417,714,27561,0.21,Male,13,1
56,67145,717,16669,0.4,Male,18,0
46,40183,694,28647,0.53,Female,25,0
28,76674,647,27442,0.31,Female,27,0
48,60164,709,14080,0.11,Female,29,0
48,58278,659,14748,0.52,Female,9,0
57,68190,690,14306,0.58,Female,17,0
61,67259,643,9023,0.66,Male,29,0
56,60097,662,6755,0.84,Male,1,0
47,73179,672,14666,0.33,Male,4,0
37,49914,699,-846,0.15,Male,28,0
29,70685,708,9542,0.18,Male,1,1
53,43820,764,22421,0.55,Female,19,0
40,67659,687,7410,0.93,Male,2,1
33,55081,632,28776,0.98,Male,23,0
48,40333,719,23246,0.28,Female,8,0
68,63849,696,33281,0.24,Male,10,1
49,59483,670,34971,0.42,Female,15,1
33,36859,659,24380,0.52,Male,29,0
66,28295,649,13712,0.83,Male,27,0
55,57716,647,5164,0.8,Female,13,1
26,84273,618,6633,0.93,Female,29,0
38,64815,728,34125,0.87,Female,13,0
25,49975,701,6467,0.49,Male,21,0
67,76228,684,16684,0.12,Male,19,0
45,73608,648,28038,0.31,Female,10,0
22,79073,734,11409,0.65,Female,10,0
30,70258,608,28961,0.55,Female,29,0
50,73288,673,17901,0.32,Male,17,0
65,70966,729,20161,0.22,Male,10,0
25,52837,580,16113,0.29,Female,23,1
53,35440,688,11064,0.33,Male,13,0
21,52182,646,23970,0.88,Male,18,1
38,76574,686,22981,0.74,Female,17,0
52,54284,661,24325,0.6,Male,3,1
67,57818,709,26532,0.12,Female,12,0
69,42513,741,15008,0.84,Female,1,1
31,51733,805,22977,0.6,Female,18,1
41,59863,674,25665,0.66,Female,8,0
46,67388,716,21754,0.16,Male,22,1
45,53120,697,15185,0.83,Male,10,0
42,52071,700,21340,0.85,Male,16,0
47,72632,753,2517,0.9,Female,25,0
69,64878,645,21508,0.58,Female,4,0
33,66730,662,9592,0.45,Male,20,0
53,82924,671,18644,0.17,Female,8,0
54,52423,630,15146,0.27,Female,15,0
61,59264,679,18884,0.3,Female,11,0
55,68267,712,6075,0.16,Female,0,0
21,46927,721,24138,0.24,Male,16,0
41,63435,670,25781,0.9,Female,13,0
68,60332,737,10673,0.59,Female,25,0
26,101659,576,7598,0.79,Female,6,1
48,61498,796,11212,0.35,Female,22,0
37,77354,708,24432,0.22,Female,26,0
25,72449,658,17964,0.44,Female,15,0
51,42651,703,16859,0.81,Female,14,0
25,36767,672,17294,0.37,Male,23,0
58,63705,575,13128,0.28,Female,3,0
23,78860,682,21155,0.12,Female,29,0
43,64318,725,30618,0.66,Male,22,0
57,61182,728,11338,0.49,Female,21,0
57,55738,692,23488,0.33,Female,14,0
30,40140,727,18062,0.57,Female,16,0
30,45592,701,17997,0.73,Male,1,1
39,35665,691,29517,0.32,Male,7,0
37,43454,645,26416,0.65,Female,5,0
41,52109,662,18564,0.33,Female,6,0
34,71640,667,25926,0.99,Male,23,0
29,53323,694,4751,0.76,Female,27,0
66,63834,720,927,0.64,Female,15,0
21,62028,649,12872,0.26,Female,4,0
65,67485,610,10451,0.63,Male,20,1
33,44477,751,16563,0.82,Male,17,0
24,75887,631,27627,0.76,Female,19,0
21,38892,704,16825,0.8,Female,10,0
69,53282,692,26016,0.39,Male,1,0
60,59686,662,25837,0.4,Female,6,0
52,71402,710,4493,0.58,Female,29,0
54,80689,619,24254,0.35,Male,29,1
48,71520,761,27994,0.2,Male,14,0
51,81238,811,28551,0.52,Female,26,0
28,47562,741,17877,0.1,Female,8,0
59,77855,639,19394,0.78,Female,26,0
46,75279,563,19918,0.77,Female,1,0
54,24055,703,18181,0.6,Male,3,0
23,56693,615,10562,0.77,Female,26,0
32,69030,659,12383,0.66,Female,14,1
21,52268,756,23791,0.73,Female,7,0
64,43712,761,17735,0.16,Female,24,1
25,91712,766,19758,0.89,Male,3,0
50,61665,684,27690,0.68,Female,7,1
50,62076,724,19562,0.65,Female,6,0
37,40365,580,9814,0.45,Male,12,0
68,50814,605,36608,0.13,Male,4,1
67,46532,665,16571,0.91,Female,19,0
43,76184,722,16108,0.99,Male,21,0
35,67569,658,21240,0.83,Male,21,0
57,51441,720,17832,0.92,Male,17,0
41,68407,622,18465,0.21,Male,18,0
34,56197,685,14410,0.22,Female,10,0
22,63517,707,26731,0.89,Male,5,0
31,63446,717,27902,0.15,Male,3,0
59,66304,657,33516,0.18,Female,2,0
58,64494,681,34696,0.84,Male,28,0
54,66315,602,3159,0.6,Female,19,0
58,78837,674,23851,0.45,Male,5,0
54,69608,734,9501,0.6,Female,14,0
38,54946,666,29269,0.89,Male,2,1
50,58530,642,21558,0.78,Female,16,1
35,78452,719,13135,0.72,Male,29,0
47,61686,794,9886,0.98,Female,21,0
54,54389,788,13738,0.57,Female,1,0
58,50532,693,12538,0.11,Male,24,0
53,64095,718,29615,0.49,Female,15,0
44,47177,761,19546,0.19,Female,21,0
35,79271,692,11012,0.2,Male,16,0
50,44432,703,22371,0.33,Female,10,0
62,82171,663,22227,0.44,Male,3,0
37,55721,798,17959,0.53,Female,20,0
25,43848,715,29012,0.25,Male,11,0
49,62837,666,23766,0.38,Male,7,0
24,45704,651,23128,0.35,Female,2,0
30,60515,587,4459,0.43,Male,10,0
37,51336,600,16531,0.2,Male,12,0
30,74176,643,24543,0.46,Female,24,1
37,62051,726,22268,0.6,Female,8,0
40,42172,696,19992,0.19,Male,14,1
44,51044,617,24846,0.57,Male,11,0
25,70574,633,22948,0.78,Female,9,0
54,79306,694,25789,0.11,Female,26,0
26,59320,763,22500,0.14,Female,20,0
22,44334,624,25441,0.52,Male,3,0
33,75810,702,25038,0.89,Male,6,0
63,70508,657,19329,1.0,Female,28,0
63,79598,659,19751,0.18,Female,8,0
68,64353,621,20620,0.12,Male,5,0
31,52191,711,10045,0.31,Female,6,0
67,67753,655,7641,0.52,Female,16,0
43,64894,662,24029,0.61,Male,3,0
36,51376,729,24458,0.98,Male,1,0
51,62979,731,19795,0.9,Female,16,0
31,57074,643,22844,0.61,Female,28,1
36,71153,694,25250,0.43,Female,26,1
28,67380,725,23485,0.39,Male,6,0
24,44226,670,24484,0.62,Female,10,0
60,42713,713,9631,0.75,Male,25,1
24,58652,664,33166,0.53,Male,19,0
45,60492,662,22586,0.37,Female,17,0
23,71414,633,27485,0.65,Male,20,0
52,67699,765,24676,0.6,Female,6,0
23,81880,655,11753,0.48,Female,17,0
47,52992,639,14509,0.77,Female,22,0
49,52135,627,15800,0.35,Female,18,0
52,45602,684,29191,0.54,Female,13,1
39,71241,629,12299,0.95,Male,7,0
41,60326,644,9976,0.75,Male,6,0
25,32195,719,23433,0.45,Female,0,0
38,63032,702,34022,0.59,Male,24,1
48,63989,612,13266,0.46,Male,5,0
62,57834,716,31468,0.2,Male,27,0
42,64449,681,25970,0.4,Male,28,0
41,41696,736,16627,0.87,Female,3,0
26,84615,750,9418,0.52,Male,15,0
21,65703,599,17301,0.63,Female,14,0
25,33394,718,13671,0.26,Female,21,0
61,59911,761,29602,0.42,Female,17,0
32,66100,690,19732,0.94,Male,17,0
46,43306,714,23850,0.38,Male,7,0
66,68004,691,23901,0.33,Male,9,0
54,85213,728,14880,0.15,Male,4,0
69,50334,699,20577,0.19,Male,6,0
34,66426,578,28009,0.63,Male,16,1
46,63128,673,19392,0.69,Female,5,0
65,74524,670,17874,0.68,Male,10,0
47,58367,715,25522,0.59,Male,26,0
29,43999,738,9598,0.54,Male,9,0
46,73562,668,2372,0.16,Female,6,0
67,44891,618,22304,0.86,Female,25,1
42,87132,695,28194,0.56,Female,6,0
67,68411,641,34414,0.22,Male,9,0
50,51016,649,21570,0.22,Male,12,0
63,76629,799,26593,0.56,Female,2,0
68,59862,646,30544,0.32,Female,27,0
37,56678,601,20251,0.93,Female,24,0
46,49786,710,14869,0.55,Female,27,0
56,31827,715,14046,0.98,Female,8,0
21,69065,723,17642,0.76,Male,4,0
28,35578,721,31595,0.83,Male,24,1
69,48100,687,27458,0.45,Male,15,0
55,66492,687,18251,0.22,Male,28,0
35,52489,726,29964,0.72,Female,10,0
67,62357,760,23622,0.47,Male,22,0
42,41794,616,18263,0.95,Female,22,0
34,54773,649,21416,0.27,Female,24,0
46,62450,711,23220,0.66,Female,17,0
48,45727,692,21093,0.88,Male,25,0
43,85295,590,33928,0.46,Male,14,0
34,50438,651,18801,0.96,Female,4,0
44,80676,695,8940,0.17,Male,7,0
22,57482,680,22500,0.63,Male,7,1
65,36472,662,17668,0.8,Female,18,0
46,42946,797,9258,0.28,Male,4,0
34,62641,678,25315,0.15,Male,27,0
27,75491,691,-8861,0.17,Male,3,0
23,86546,686,22307,0.39,Female,19,0
67,61923,690,1045,0.3,Male,17,0
43,42341,681,20041,0.3,Male,21,0
66,64177,575,24427,0.51,Male,11,0
63,47621,630,25856,0.18,Male,0,1
67,65882,664,26467,1.0,Female,7,1
65,45877,720,11562,0.73,Female,27,0
38,28656,665,21518,0.13,Male,25,0
58,79752,638,14391,0.72,Female,8,0
55,56603,727,13930,0.81,Male,26,1
35,60744,747,19118,0.27,Female,20,0
45,74950,603,16632,0.86,Male,12,0
57,88182,684,11710,0.65,Female,21,1
48,70801,546,22575,0.84,Male,0,0
30,61545,664,24388,0.75,Male,5,0
59,66943,774,13110,0.73,Male,0,0
37,55578,684,18524,0.24,Female,13,0
59,60541,610,18662,0.38,Female,4,0
42,62172,612,18791,0.57,Male,12,0
46,48200,633,19546,0.2,Male,24,0
64,60317,646,22308,0.53,Male,4,0
45,65506,585,29342,0.5,Female,14,0
37,67755,696,21041,0.31,Male,29,0
33,66559,707,15919,0.28,Female,2,0
40,39914,662,19903,0.32,Female,27,0
45,78438,782,11495,0.64,Male,29,0
24,77194,658,12822,0.47,Male,3,0
30,58557,740,23459,0.47,Male,2,1
23,66832,610,-5038,0.26,Female,19,0
61,56751,694,18265,0.81,Male,11,0
65,71279,702,27424,0.73,Male,27,0
38,47785,644,23231,0.49,Female,25,0
67,80136,688,26884,0.23,Female,13,1
56,70533,643,22687,0.74,Male,5,0
67,70881,664,35936,0.91,Male,18,0
42,58424,665,10152,0.26,Female,29,0
54,38810,609,20924,0.64,Female,4,1
67,73259,706,25819,0.48,Male,22,0
28,39306,709,16624,0.18,Female,16,0
60,73439,661,29429,0.75,Female,18,0
69,48418,692,24836,0.16,Male,26,0
64,36194,634,8065,0.73,Male,21,0
39,60014,617,22897,0.35,Female,25,1
62,77742,660,24865,0.61,Male,17,1
61,45515,714,33061,0.24,Female,23,0
57,83985,676,18564,0.43,Female,22,1
26,69851,658,24471,0.19,Female,11,0
46,62351,696,22061,0.52,Female,17,0
54,53465,634,15502,0.29,Female,4,0
65,54511,618,17206,0.27,Male,12,0
26,66452,662,2457,0.2,Male,3,0
57,72690,637,16218,0.79,Female,17,0
53,51097,620,32569,0.68,Female,19,0
42,47902,725,18620,0.24,Male,8,0
41,56792,790,26756,0.53,Male,25,0
26,80904,602,21822,0.69,Male,1,1
26,41746,659,23395,0.89,Male,25,1
68,77137,688,35954,0.15,Female,9,0
24,60634,593,16731,0.43,Female,12,0
50,35208,668,16676,0.65,Male,5,1
31,53075,672,28698,0.11,Female,19,1
50,69145,703,19355,0.32,Female,7,0
51,87027,641,17819,0.77,Male,12,0
44,40089,651,27630,0.42,Female,3,1
29,17712,728,22068,0.18,Female,24,0
23,40356,700,18789,0.66,Female,25,0
51,76956,716,17266,0.33,Male,18,0
60,33093,592,13255,0.73,Male,6,1
57,82458,646,7615,0.91,Female,14,1
56,78222,755,28891,0.58,Male,4,0
44,62865,675,16606,0.64,Male,29,0
51,50604,673,6370,0.56,Female,26,1
26,60828,675,34266,0.84,Male,16,0
22,69166,758,20693,0.32,Male,18,0
40,66877,642,20178,0.46,Female,24,0
48,86094,713,7301,0.91,Female,28,1
31,56098,693,24648,0.75,Male,24,0
24,40487,611,15751,0.39,Male,20,0
35,37840,665,15769,0.85,Female,29,0
26,34840,638,23310,0.31,Female,4,0
69,62944,616,20965,0.67,Female,10,0
50,56484,739,12222,0.96,Male,3,0
58,60489,619,8605,0.62,Male,13,0
22,51944,717,21322,0.82,Female,3,0
35,43347,636,20628,0.76,Female,3,0
31,69215,747,40848,0.88,Male,1,1
28,23054,659,2016,0.97,Male,6,0
46,47976,696,21177,0.12,Female,18,0
65,71797,651,7015,0.13,Male,0,1
64,46487,571,16681,0.63,Male,11,1
25,65875,596,16578,0.96,Male,26,0
26,47996,585,24336,0.54,Female,25,0
46,53162,692,24559,0.86,Female,18,0
24,68623,678,30918,0.79,Male,24,0
39,40832,709,21972,0.55,Female,11,0
40,71179,646,27881,0.56,Female,8,0
53,60688,571,31005,0.49,Female,25,0
40,78846,745,22064,0.33,Male,6,0
69,63122,729,29396,0.87,Female,0,0
32,43957,698,21704,0.29,Female,5,0
67,85919,735,19944,0.92,Male,9,1
21,45210,674,14845,0.42,Male,0,0
46,56592,693,23056,0.12,Female,17,1
34,74361,644,22743,0.25,Female,2,0
58,31801,626,22850,0.9,Female,10,0
57,81595,601,29121,0.22,Male,26,0
31,42736,642,27256,0.76,Female,13,0
56,53175,813,8203,0.26,Male,5,0
33,64332,603,8356,0.55,Male,10,1
63,59374,633,20987,0.28,Male,6,0
23,71837,685,12190,0.4,Female,7,0
53,35987,799,19233,0.21,Female,24,0
26,70911,627,12709,0.6,Female,22,0
30,72108,648,20772,0.43,Male,21,0
25,75438,713,11850,0.43,Male,4,0
43,36155,710,23214,0.13,Female,25,0
30,37965,645,11441,0.22,Female,17,1
64,54864,638,21086,0.74,Male,14,0
22,39587,702,6505,0.36,Female,23,1
33,32940,664,10956,0.5,Female,20,0
60,54218,694,25646,0.79,Male,25,0
22,63511,671,30256,0.5,Male,17,0
40,101984,697,27291,0.3,Female,2,0
21,68230,702,26062,0.59,Male,9,0
57,86284,582,31852,0.82,Male,25,0
29,59337,656,27724,0.64,Female,27,1
37,68393,696,7753,0.48,Male,14,0
29,57807,720,27626,0.21,Female,22,0
31,100246,663,27500,0.32,Male,25,0
35,49716,587,5015,0.95,Female,7,1
44,51750,742,14613,0.79,Male,20,1
58,71948,722,32632,0.18,Male,25,0
55,63112,685,18963,0.1,Male,7,0
50,53637,656,10873,0.26,Female,28,0
51,74405,710,26908,0.95,Male,13,0
69,59382,657,17795,0.62,Male,9,1
25,59277,723,16909,0.85,Male,12,1
64,63458,769,26989,0.52,Male,9,0
34,33988,655,23230,0.84,Female,5,0
31,36101,719,19055,0.13,Male,17,0
29,76303,647,22647,0.48,Male,15,0
54,49845,731,18601,0.44,Male,27,0
32,58005,667,27311,0.98,Male,29,1
55,84186,752,8661,0.37,Female,27,0
55,58681,666,18459,0.48,Male,17,0
21,56848,635,16691,0.78,Female,23,0
60,73441,663,22444,0.89,Female,19,0
42,51026,668,10986,0.89,Female,23,1
49,78043,691,31998,0.46,Male,24,0
28,73133,663,14065,0.95,Female,5,1
31,87454,692,28470,0.69,Male,8,0
61,49644,693,24841,0.87,Female,15,0
57,80504,658,21717,0.93,Male,5,0
34,68311,696,21971,0.31,Male,10,0
50,40119,650,5146,0.55,Male,29,1
55,21057,779,15966,0.63,Female,2,1
41,48029,694,46007,0.82,Male,7,0
57,64385,710,21704,0.46,Female,0,0
25,66560,670,23286,0.29,Male,21,0
39,59113,643,4654,0.77,Male,14,0
34,59248,721,18053,0.63,Male,14,0
46,58110,696,17146,0.91,Female,18,0
24,75468,549,14075,0.69,Female,25,1
45,38455,776,24595,0.12,Male,9,1
65,64024,716,16584,0.97,Male,18,0
62,47658,660,14202,0.63,Male,8,0
45,46401,710,8237,0.64,Male,6,0
38,77643,701,11153,0.92,Male,28,1
60,45251,704,12133,0.7,Male,13,0
28,57907,636,17260,0.53,Female,1,0
59,89377,683,16041,0.2,Male,21,0
60,72571,695,14985,0.97,Female,27,0
34,53175,741,6529,0.17,Female,12,0
52,54414,685,11955,0.25,Male,19,0
58,41591,701,21022,0.84,Male,25,0
53,79509,634,31672,0.54,Female,26,0
43,75170,683,32805,0.26,Female,22,1
35,70299,723,35997,0.36,Female,3,0
53,71952,645,22106,0.99,Male,6,0
45,48382,660,19556,0.63,Male,21,1
37,36781,631,25073,0.46,Female,7,0
53,68408,612,17134,0.89,Female,22,0
67,73328,636,26422,0.53,Male,15,0
22,84105,708,18713,0.38,Female,24,0
34,56986,667,22214,0.25,Male,19,0
60,54798,637,14166,0.77,Male,8,0
60,56411,788,27716,0.64,Female,20,0
59,70061,644,12119,0.18,Male,28,0
26,55768,711,14910,0.63,Male,10,0
26,59216,696,17311,0.24,Female,24,0
23,72465,692,13308,0.98,Male,13,0
27,50612,588,24531,0.33,Male,26,0
28,80867,743,21039,0.73,Female,3,0
62,69496,695,12191,0.69,Male,18,0
35,32135,725,15829,0.72,Male,14,0
67,52269,736,21120,0.49,Male,13,0
49,29634,765,21665,0.17,Female,22,0
53,57049,630,12360,0.98,Male,15,0
50,52525,644,20130,0.27,Female,19,0
59,72522,650,24985,0.79,Male,20,0
47,46784,636,17573,0.22,Female,2,0
56,65816,746,11794,0.35,Female,5,0
49,68532,629,30657,0.6,Male,28,1
58,63857,661,25029,0.47,Female,3,0
53,77101,598,16677,0.96,Male,0,1
57,91024,716,20763,0.86,Male,17,0
47,61679,673,17155,0.93,Female,7,1
53,66077,724,12082,0.68,Male,15,0
24,46795,715,25463,0.3,Female,19,0
42,44707,597,33327,0.57,Male,27,0
22,75507,689,27246,0.79,Female,15,1
30,73522,625,21967,0.16,Female,14,0
25,44555,687,17466,0.88,Male,25,0
30,40376,650,-1295,0.67,Male,1,0
53,50268,771,32557,0.75,Male,28,0
58,57879,813,14668,0.72,Male,11,0
33,53863,667,26668,0.86,Female,3,0
51,62407,684,27531,0.18,Male,22,1
67,73755,565,27304,0.44,Female,10,0
56,66931,597,8808,0.55,Female,1,0
65,68041,699,27863,0.59,Male,5,0
44,23226,678,16200,0.95,Male,16,0
35,35791,701,19284,0.14,Female,27,0
49,48053,640,19042,0.88,Female,18,0
28,50529,695,15071,0.6,Male,8,1
25,72597,553,17611,0.6,Male,4,1
49,46816,649,21126,0.39,Female,13,0
67,70003,703,12477,0.68,Male,15,1
24,48223,764,6934,0.68,Female,26,1
32,41986,674,27149,0.27,Female,23,1
65,42683,709,22311,0.71,Female,0,1
22,93873,646,5094,0.34,Male,19,0
47,47889,702,23250,0.72,Female,2,0
51,70364,655,18545,0.65,Male,9,0
56,36627,777,9582,0.74,Male,24,0
56,81283,663,15636,0.12,Female,14,0
46,65235,671,22954,0.21,Female,22,1
63,64109,718,12059,0.86,Male,27,1
47,66207,705,11860,0.44,Male,2,0
25,67859,661,15466,0.85,Male,29,0
40,72136,700,12443,0.16,Male,0,0
31,51013,627,11181,0.79,Female,12,0
30,50136,691,11045,0.18,Male,14,0
60,60738,707,23463,0.52,Male,20,0
58,70266,658,12744,0.94,Male,9,0
26,59000,661,28656,0.17,Female,2,0
28,71608,648,37252,0.42,Male,26,0
43,69267,608,18697,0.57,Male,17,1
67,56745,700,36136,0.91,Male,18,0
46,33792,656,24338,0.4,Male,20,1
66,52447,707,21297,0.83,Male,4,1
63,86141,670,19503,0.75,Female,9,0
32,65100,710,4356,0.38,Male,23,0
46,50406,594,16397,0.41,Female,15,0
33,63759,622,11002,0.27,Female,19,0
60,70149,637,27001,0.72,Male,17,0
38,50414,739,33705,0.61,Male,7,0
45,78530,700,21716,0.24,Female,12,0
53,67435,666,22014,0.66,Female,7,0
67,43501,656,27700,0.55,Female,25,0
60,72845,709,20948,0.18,Female,12,0
63,53855,650,29624,0.96,Female,23,0
32,57313,716,38919,0.85,Male,11,0
64,44760,669,31553,0.16,Male,12,0
56,69471,744,15018,0.94,Male,29,1
68,57767,632,26715,0.93,Female,26,1
24,70106,673,14657,0.14,Male,16,0
25,51735,634,18232,0.28,Male,14,0
57,50018,761,33149,0.73,Female,27,0
28,48803,681,12023,0.94,Male,8,0
62,65940,629,16829,0.84,Female,19,0
69,49794,634,29139,0.35,Female,3,1
48,56953,705,13143,0.13,Female,23,0
51,52223,589,4660,0.53,Male,11,0
29,66601,671,8067,0.18,Female,23,0
49,33970,637,15130,0.32,Male,21,0
34,63705,672,19688,0.68,Female,3,0
60,85970,685,17572,0.55,Male,12,0
61,78540,675,15904,0.44,Female,2,0
42,50750,666,20615,0.94,Male,4,0
31,67419,688,16025,0.27,Female,12,0
43,64508,767,14429,0.54,Male,13,0
21,82040,743,21838,0.62,Male,7,0
66,22348,663,20920,0.39,Male,22,0
57,76693,716,28127,0.73,Female,10,0
41,55987,713,36152,0.88,Female,7,1
46,48851,661,3128,0.59,Male,29,0
66,48422,678,24153,0.8,Male,11,1
56,40501,706,21272,0.15,Male,10,0
43,50788,643,30225,0.24,Female,16,0
21,43803,667,15941,0.52,Male,26,0
60,62703,670,16983,0.93,Female,12,0
35,68849,666,9668,0.58,Male,3,1
41,56151,664,28201,0.49,Female,12,0
67,82495,702,21088,0.64,Male,8,0
29,51773,681,29010,0.21,Female,21,0
29,55367,711,16553,0.69,Female,13,0
30,52905,806,14625,0.18,Male,11,0
46,68979,653,25817,0.62,Male,25,1
61,70493,690,17291,0.74,Male,23,0
55,67430,705,25050,0.47,Male,29,1
45,58138,734,24087,0.92,Male,12,1
46,39890,701,20855,0.24,Female,7,0
31,55208,625,15139,0.25,Female,4,0
58,82172,646,22861,0.57,Female,10,0
22,75198,687,13929,0.94,Male,23,1
27,64410,645,20781,0.45,Female,19,0
38,54233,606,33462,0.93,Male,5,0
47,59795,639,29920,0.72,Female,6,1
54,54299,639,15933,0.8,Female,21,1
47,77895,629,22181,0.94,Male,21,0
37,47415,806,15708,0.62,Male,23,1
63,73855,695,22253,0.68,Male,29,1
64,52061,685,12666,0.62,Female,14,0
44,79813,725,14754,0.81,Female,4,0
45,66401,769,34990,0.35,Female,23,0
27,48759,699,21061,0.81,Male,8,0
26,55360,730,16406,0.74,Female,27,1
44,70674,654,2979,0.64,Female,19,0
53,52512,634,21340,0.13,Female,18,1
69,60332,725,37486,0.8,Male,4,0
49,52305,724,15437,0.22,Female,12,0
63,86386,719,16925,0.97,Female,25,0
42,88966,686,20382,0.17,Female,25,0
46,81946,641,14935,0.75,Female,11,1
48,58134,655,37668,0.42,Male,4,0
41,53958,737,27843,0.76,Female,29,1
69,48312,650,25568,0.57,Male,6,1
27,83035,689,36914,0.67,Female,2,0
37,73960,641,33644,0.17,Male,12,0
40,74681,670,20628,0.97,Female,10,0
61,56251,625,17766,0.1,Male,9,0
69,33631,676,17686,0.95,Female,29,0
40,37080,656,15663,0.61,Female,8,1
42,60864,594,18247,0.33,Female,29,0
48,52159,712,15906,0.67,Female,28,0
60,50434,710,10990,0.71,Male,5,0
69,65177,682,639,0.76,Male,13,0
27,75204,623,28365,0.11,Male,9,0
21,49481,624,-1288,0.98,Female,24,0
52,40415,796,22839,0.66,Male,16,0
33,49837,548,27750,0.44,Female,1,0
50,44340,625,23520,0.61,Male,25,1
43,68892,787,18815,0.26,Female,1,0
39,59938,803,21732,0.32,Female,26,0
52,88207,764,16520,0.18,Female,23,0
50,71020,706,19258,0.89,Female,3,0
49,87207,648,17481,0.33,Female,6,0
69,38941,595,14503,0.77,Male,19,0
65,11207,700,29514,0.35,Female,3,1
49,63644,641,26970,0.23,Male,7,0
50,61848,752,18801,0.2,Male,13,0
36,58158,587,20380,0.87,Female,26,0
60,61436,690,14027,0.21,Female,25,0
39,43139,726,22883,0.18,Male,19,0
38,68447,730,19168,0.11,Male,2,0
21,71042,721,17359,0.43,Female,10,0
34,42003,697,22052,0.95,Male,25,1
67,54695,686,20678,0.92,Male,24,0
22,55622,725,13228,0.2,Male,2,0
48,49937,697,27196,0.11,Female,4,0
69,42583,698,27881,0.78,Male,15,0
50,60187,681,14553,0.38,Female,10,0
58,63912,660,45542,0.85,Male,0,0
24,50847,612,12441,0.29,Male,8,0
21,43638,621,24926,0.54,Female,21,0
28,66158,660,24501,0.13,Female,4,0
49,48490,673,25762,0.91,Female,19,1
59,55361,631,33673,0.26,Female,23,0
23,53458,627,17808,0.37,Male,10,0
52,78685,661,20339,0.53,Male,1,0
